date,gold_rate_usd,gold_rate,exchange_rate,inflation_rate,policy_repo_rate,closing_price
2020-03-21 00:00:00,1484.00,111536.99,75.16,5.84,5.15,8745.45
2020-03-22 00:00:00,1484.00,111536.99,75.16,5.84,5.15,8745.45
2020-03-23 00:00:00,1567.00,118499.83,75.62,5.84,5.15,7610.25
2020-03-24 00:00:00,1660.20,127015.25,76.51,5.84,5.15,7801.05
2020-03-25 00:00:00,1632.30,126111.51,77.26,5.84,5.15,8317.85
2020-03-26 00:00:00,1650.10,125152.65,75.85,5.84,5.15,8641.45
2020-03-27 00:00:00,1623.90,121346.91,74.73,5.84,4.4,8660.25
2020-03-28 00:00:00,1623.90,121346.91,74.73,5.84,4.4,8660.25
2020-03-29 00:00:00,1623.90,121346.91,74.73,5.84,4.4,8660.25
2020-03-30 00:00:00,1622.00,122404.22,75.46,5.84,4.4,8281.10
2020-03-31 00:00:00,1583.40,119388.36,75.40,5.84,4.4,8597.75
2020-04-01 00:00:00,1578.20,118877.91,75.32,5.84,4.4,8253.80
2020-04-02 00:00:00,1625.70,126105.54,77.57,5.84,4.4,8253.80
2020-04-03 00:00:00,1633.70,126023.61,77.14,5.84,4.4,8083.80
2020-04-04 00:00:00,1633.70,126023.61,77.14,5.84,4.4,8083.80
2020-04-05 00:00:00,1633.70,126023.61,77.14,5.84,4.4,8083.80
2020-04-06 00:00:00,1677.00,127837.72,76.23,5.84,4.4,8083.80
2020-04-07 00:00:00,1664.80,126466.36,75.96,5.84,4.4,8792.20
2020-04-08 00:00:00,1665.40,127669.57,76.66,5.84,4.4,8748.75
2020-04-09 00:00:00,1736.20,131880.01,75.96,5.84,4.4,9111.90
2020-04-10 00:00:00,1736.20,133079.73,76.65,5.84,4.4,9111.90
2020-04-11 00:00:00,1736.20,133079.73,76.65,5.84,4.4,9111.90
2020-04-12 00:00:00,1736.20,133079.73,76.65,5.84,4.4,9111.90
2020-04-13 00:00:00,1744.80,132895.31,76.17,5.84,4.4,8993.85
2020-04-14 00:00:00,1756.70,135107.80,76.91,5.84,4.4,8993.85
2020-04-15 00:00:00,1727.20,131148.02,75.93,5.84,4.4,8925.30
2020-04-16 00:00:00,1720.40,132836.39,77.21,5.84,4.4,8992.80
2020-04-17 00:00:00,1689.20,131031.24,77.57,5.84,4.4,9266.75
2020-04-18 00:00:00,1689.20,131031.24,77.57,5.84,4.4,9266.75
2020-04-19 00:00:00,1689.20,131031.24,77.57,5.84,4.4,9266.75
2020-04-20 00:00:00,1701.60,130274.49,76.56,5.84,4.4,9261.85
2020-04-21 00:00:00,1678.20,129573.82,77.21,5.84,4.4,8981.45
2020-04-22 00:00:00,1728.70,133057.00,76.97,5.84,4.4,9187.30
2020-04-23 00:00:00,1733.30,132424.13,76.40,5.84,4.4,9313.90
2020-04-24 00:00:00,1723.50,131714.18,76.42,5.84,4.4,9154.40
2020-04-25 00:00:00,1723.50,131714.18,76.42,5.84,4.4,9154.40
2020-04-26 00:00:00,1723.50,131714.18,76.42,5.84,4.4,9154.40
2020-04-27 00:00:00,1711.90,130569.18,76.27,5.84,4.4,9282.30
2020-04-28 00:00:00,1710.50,130316.67,76.19,5.84,4.4,9380.90
2020-04-29 00:00:00,1703.40,130250.48,76.46,5.84,4.4,9553.35
2020-04-30 00:00:00,1684.20,126750.36,75.26,5.84,4.4,9859.90
2020-05-01 00:00:00,1694.50,128307.54,75.72,5.84,4.4,9859.90
2020-05-02 00:00:00,1694.50,128307.54,75.72,5.84,4.4,9859.90
2020-05-03 00:00:00,1694.50,128307.54,75.72,5.84,4.4,9859.90
2020-05-04 00:00:00,1706.90,129042.50,75.60,5.84,4.4,9293.50
2020-05-05 00:00:00,1704.40,129278.74,75.85,5.84,4.4,9205.60
2020-05-06 00:00:00,1684.20,128285.51,76.17,5.84,4.4,9270.90
2020-05-07 00:00:00,1721.80,131117.31,76.15,5.84,4.4,9199.05
2020-05-08 00:00:00,1709.90,130089.20,76.08,5.84,4.4,9251.50
2020-05-09 00:00:00,1709.90,130089.20,76.08,5.84,4.4,9251.50
2020-05-10 00:00:00,1709.90,130089.20,76.08,5.84,4.4,9251.50
2020-05-11 00:00:00,1695.30,128037.54,75.53,5.84,4.4,9239.20
2020-05-12 00:00:00,1704.40,130062.76,76.31,5.84,4.4,9196.55
2020-05-13 00:00:00,1713.90,129707.95,75.68,5.84,4.4,9383.55
2020-05-14 00:00:00,1738.10,131098.28,75.43,5.84,4.4,9142.75
2020-05-15 00:00:00,1753.40,132355.40,75.49,5.84,4.4,9136.85
2020-05-16 00:00:00,1753.40,132355.40,75.49,5.84,4.4,9136.85
2020-05-17 00:00:00,1753.40,132355.40,75.49,5.84,4.4,9136.85
2020-05-18 00:00:00,1731.80,131305.08,75.82,5.84,4.4,8823.25
2020-05-19 00:00:00,1744.20,131861.69,75.60,5.84,4.4,8879.10
2020-05-20 00:00:00,1750.60,133045.60,76.00,5.84,4.4,9066.55
2020-05-21 00:00:00,1720.50,130379.49,75.78,5.84,4.4,9106.25
2020-05-22 00:00:00,1734.60,131179.12,75.63,5.84,4,9039.25
2020-05-23 00:00:00,1734.60,131179.12,75.63,5.84,4,9039.25
2020-05-24 00:00:00,1734.60,131179.12,75.63,5.84,4,9039.25
2020-05-25 00:00:00,1734.60,131803.58,75.99,5.84,4,9039.25
2020-05-26 00:00:00,1704.80,129752.33,76.11,5.84,4,9029.05
2020-05-27 00:00:00,1710.30,129674.95,75.82,5.84,4,9314.95
2020-05-28 00:00:00,1713.30,130433.53,76.13,5.84,4,9490.10
2020-05-29 00:00:00,1736.90,131934.92,75.96,5.84,4,9580.30
2020-05-30 00:00:00,1736.90,131934.92,75.96,5.84,4,9580.30
2020-05-31 00:00:00,1736.90,131934.92,75.96,5.84,4,9580.30
2020-06-01 00:00:00,1737.80,131226.84,75.51,6.23,4,9826.15
2020-06-02 00:00:00,1725.20,130649.40,75.73,6.23,4,9979.10
2020-06-03 00:00:00,1697.80,127446.72,75.07,6.23,4,10061.55
2020-06-04 00:00:00,1718.90,129854.30,75.54,6.23,4,10029.10
2020-06-05 00:00:00,1676.20,126537.84,75.49,6.23,4,10142.15
2020-06-06 00:00:00,1676.20,126537.84,75.49,6.23,4,10142.15
2020-06-07 00:00:00,1676.20,126537.84,75.49,6.23,4,10142.15
2020-06-08 00:00:00,1698.30,128251.71,75.52,6.23,4,10167.45
2020-06-09 00:00:00,1714.70,129674.18,75.63,6.23,4,10046.65
2020-06-10 00:00:00,1713.30,129370.95,75.51,6.23,4,10116.15
2020-06-11 00:00:00,1732.00,131415.50,75.88,6.23,4,9902.00
2020-06-12 00:00:00,1729.30,132101.23,76.39,6.23,4,9972.90
2020-06-13 00:00:00,1729.30,132101.23,76.39,6.23,4,9972.90
2020-06-14 00:00:00,1729.30,132101.23,76.39,6.23,4,9972.90
2020-06-15 00:00:00,1720.30,130668.49,75.96,6.23,4,9813.70
2020-06-16 00:00:00,1729.60,131411.54,75.98,6.23,4,9914.00
2020-06-17 00:00:00,1729.20,132551.82,76.65,6.23,4,9881.15
2020-06-18 00:00:00,1724.80,132033.45,76.55,6.23,4,10091.65
2020-06-19 00:00:00,1745.90,133387.46,76.40,6.23,4,10244.40
2020-06-20 00:00:00,1745.90,133387.46,76.40,6.23,4,10244.40
2020-06-21 00:00:00,1745.90,133387.46,76.40,6.23,4,10244.40
2020-06-22 00:00:00,1756.70,133952.06,76.25,6.23,4,10311.20
2020-06-23 00:00:00,1772.10,134307.11,75.79,6.23,4,10471.00
2020-06-24 00:00:00,1765.80,133508.26,75.61,6.23,4,10305.30
2020-06-25 00:00:00,1762.10,133866.74,75.97,6.23,4,10288.90
2020-06-26 00:00:00,1772.50,133894.30,75.54,6.23,4,10383.00
2020-06-27 00:00:00,1772.50,133894.30,75.54,6.23,4,10383.00
2020-06-28 00:00:00,1772.50,133894.30,75.54,6.23,4,10383.00
2020-06-29 00:00:00,1774.80,134210.02,75.62,6.23,4,10312.40
2020-06-30 00:00:00,1793.00,135730.09,75.70,6.23,4,10302.10
2020-07-01 00:00:00,1773.20,134319.90,75.75,6.73,4,10430.05
2020-07-02 00:00:00,1784.00,134611.55,75.45,6.73,4,10551.70
2020-07-03 00:00:00,1784.00,133302.27,74.72,6.73,4,10607.35
2020-07-04 00:00:00,1784.00,133302.27,74.72,6.73,4,10607.35
2020-07-05 00:00:00,1784.00,133302.27,74.72,6.73,4,10607.35
2020-07-06 00:00:00,1788.50,133563.93,74.68,6.73,4,10763.65
2020-07-07 00:00:00,1804.20,134607.02,74.61,6.73,4,10799.65
2020-07-08 00:00:00,1815.50,136389.44,75.13,6.73,4,10705.75
2020-07-09 00:00:00,1799.20,134831.87,74.94,6.73,4,10813.45
2020-07-10 00:00:00,1798.20,135476.38,75.34,6.73,4,10768.05
2020-07-11 00:00:00,1798.20,135476.38,75.34,6.73,4,10768.05
2020-07-12 00:00:00,1798.20,135476.38,75.34,6.73,4,10768.05
2020-07-13 00:00:00,1811.00,136112.04,75.16,6.73,4,10802.70
2020-07-14 00:00:00,1810.60,136609.76,75.45,6.73,4,10607.35
2020-07-15 00:00:00,1811.40,136896.55,75.57,6.73,4,10618.20
2020-07-16 00:00:00,1798.70,135127.16,75.12,6.73,4,10739.95
2020-07-17 00:00:00,1808.30,135938.05,75.17,6.73,4,10901.70
2020-07-18 00:00:00,1808.30,135938.05,75.17,6.73,4,10901.70
2020-07-19 00:00:00,1808.30,135938.05,75.17,6.73,4,10901.70
2020-07-20 00:00:00,1815.90,136006.01,74.90,6.73,4,11022.20
2020-07-21 00:00:00,1842.40,138161.57,74.99,6.73,4,11162.25
2020-07-22 00:00:00,1864.10,139378.75,74.77,6.73,4,11132.60
2020-07-23 00:00:00,1889.10,141342.46,74.82,6.73,4,11215.45
2020-07-24 00:00:00,1897.30,141931.89,74.81,6.73,4,11194.15
2020-07-25 00:00:00,1897.30,141931.89,74.81,6.73,4,11194.15
2020-07-26 00:00:00,1897.30,141931.89,74.81,6.73,4,11194.15
2020-07-27 00:00:00,1931.00,144361.18,74.76,6.73,4,11131.80
2020-07-28 00:00:00,1944.70,145852.50,75.00,6.73,4,11300.55
2020-07-29 00:00:00,1953.50,146688.31,75.09,6.73,4,11202.85
2020-07-30 00:00:00,1942.30,145344.64,74.83,6.73,4,11102.15
2020-07-31 00:00:00,1962.80,147190.37,74.99,6.73,4,11073.45
2020-08-01 00:00:00,1962.80,147190.37,74.99,6.69,4,11073.45
2020-08-02 00:00:00,1962.80,147190.37,74.99,6.69,4,11073.45
2020-08-03 00:00:00,1966.00,147288.40,74.92,6.69,4,10891.60
2020-08-04 00:00:00,2001.20,150750.40,75.33,6.69,4,11095.25
2020-08-05 00:00:00,2031.10,152840.27,75.25,6.69,4,11101.65
2020-08-06 00:00:00,2051.50,153620.84,74.88,6.69,4,11200.15
2020-08-07 00:00:00,2010.10,150556.09,74.90,6.69,4,11214.05
2020-08-08 00:00:00,2010.10,150556.09,74.90,6.69,4,11214.05
2020-08-09 00:00:00,2010.10,150556.09,74.90,6.69,4,11214.05
2020-08-10 00:00:00,2024.40,151880.21,75.02,6.69,4,11270.15
2020-08-11 00:00:00,1932.60,145138.26,75.10,6.69,4,11322.50
2020-08-12 00:00:00,1934.90,144924.01,74.90,6.69,4,11308.40
2020-08-13 00:00:00,1956.70,146306.57,74.77,6.69,4,11300.45
2020-08-14 00:00:00,1937.00,145333.11,75.03,6.69,4,11178.40
2020-08-15 00:00:00,1937.00,145333.11,75.03,6.69,4,11178.40
2020-08-16 00:00:00,1937.00,145333.11,75.03,6.69,4,11178.40
2020-08-17 00:00:00,1985.00,148682.06,74.90,6.69,4,11247.10
2020-08-18 00:00:00,1999.40,149955.00,75.00,6.69,4,11385.35
2020-08-19 00:00:00,1958.70,146500.96,74.79,6.69,4,11408.40
2020-08-20 00:00:00,1933.80,144970.80,74.97,6.69,4,11312.20
2020-08-21 00:00:00,1934.60,145094.81,75.00,6.69,4,11371.60
2020-08-22 00:00:00,1934.60,145094.81,75.00,6.69,4,11371.60
2020-08-23 00:00:00,1934.60,145094.81,75.00,6.69,4,11371.60
2020-08-24 00:00:00,1927.70,144426.75,74.92,6.69,4,11466.45
2020-08-25 00:00:00,1911.80,142237.93,74.40,6.69,4,11472.25
2020-08-26 00:00:00,1940.70,144489.96,74.45,6.69,4,11549.60
2020-08-27 00:00:00,1921.60,142659.77,74.24,6.69,4,11559.25
2020-08-28 00:00:00,1964.60,144937.38,73.77,6.69,4,11647.60
2020-08-29 00:00:00,1964.60,144937.38,73.77,6.69,4,11647.60
2020-08-30 00:00:00,1964.60,144937.38,73.77,6.69,4,11647.60
2020-08-31 00:00:00,1967.60,143887.25,73.13,6.69,4,11387.50
2020-09-01 00:00:00,1968.20,144997.29,73.67,7.27,4,11470.25
2020-09-02 00:00:00,1934.40,141733.48,73.27,7.27,4,11535.00
2020-09-03 00:00:00,1927.60,141193.80,73.25,7.27,4,11527.45
2020-09-04 00:00:00,1923.90,141306.41,73.45,7.27,4,11333.85
2020-09-05 00:00:00,1923.90,141306.41,73.45,7.27,4,11333.85
2020-09-06 00:00:00,1923.90,141306.41,73.45,7.27,4,11333.85
2020-09-07 00:00:00,1923.90,141003.21,73.29,7.27,4,11355.05
2020-09-08 00:00:00,1933.00,142365.45,73.65,7.27,4,11317.35
2020-09-09 00:00:00,1944.70,143493.18,73.79,7.27,4,11278.00
2020-09-10 00:00:00,1954.20,143731.41,73.55,7.27,4,11449.25
2020-09-11 00:00:00,1937.80,142481.20,73.53,7.27,4,11464.45
2020-09-12 00:00:00,1937.80,142481.20,73.53,7.27,4,11464.45
2020-09-13 00:00:00,1937.80,142481.20,73.53,7.27,4,11464.45
2020-09-14 00:00:00,1953.10,143511.05,73.48,7.27,4,11440.05
2020-09-15 00:00:00,1956.30,144013.02,73.61,7.27,4,11521.80
2020-09-16 00:00:00,1960.20,144662.76,73.80,7.27,4,11604.55
2020-09-17 00:00:00,1940.00,142688.35,73.55,7.27,4,11516.10
2020-09-18 00:00:00,1952.10,143642.55,73.58,7.27,4,11504.95
2020-09-19 00:00:00,1952.10,143642.55,73.58,7.27,4,11504.95
2020-09-20 00:00:00,1952.10,143642.55,73.58,7.27,4,11504.95
2020-09-21 00:00:00,1901.20,139804.35,73.53,7.27,4,11250.55
2020-09-22 00:00:00,1898.60,139698.61,73.58,7.27,4,11153.65
2020-09-23 00:00:00,1859.90,136708.23,73.50,7.27,4,11131.85
2020-09-24 00:00:00,1868.30,137840.18,73.78,7.27,4,10805.55
2020-09-25 00:00:00,1857.70,136879.80,73.68,7.27,4,11050.25
2020-09-26 00:00:00,1857.70,136879.80,73.68,7.27,4,11050.25
2020-09-27 00:00:00,1857.70,136879.80,73.68,7.27,4,11050.25
2020-09-28 00:00:00,1872.80,138024.06,73.70,7.27,4,11227.55
2020-09-29 00:00:00,1894.30,140130.84,73.97,7.27,4,11222.40
2020-09-30 00:00:00,1887.50,139382.44,73.85,7.27,4,11247.55
2020-10-01 00:00:00,1908.40,140658.63,73.71,7.61,4,11416.95
2020-10-02 00:00:00,1900.20,139126.95,73.22,7.61,4,11416.95
2020-10-03 00:00:00,1900.20,139126.95,73.22,7.61,4,11416.95
2020-10-04 00:00:00,1900.20,139126.95,73.22,7.61,4,11416.95
2020-10-05 00:00:00,1912.50,140229.10,73.32,7.61,4,11503.35
2020-10-06 00:00:00,1901.10,138986.19,73.11,7.61,4,11662.40
2020-10-07 00:00:00,1883.60,139037.94,73.82,7.61,4,11738.85
2020-10-08 00:00:00,1888.60,138892.37,73.54,7.61,4,11834.60
2020-10-09 00:00:00,1919.50,140661.92,73.28,7.61,4,11914.20
2020-10-10 00:00:00,1919.50,140661.92,73.28,7.61,4,11914.20
2020-10-11 00:00:00,1919.50,140661.92,73.28,7.61,4,11914.20
2020-10-12 00:00:00,1922.50,140370.95,73.01,7.61,4,11930.95
2020-10-13 00:00:00,1888.50,138522.98,73.35,7.61,4,11934.50
2020-10-14 00:00:00,1901.30,139973.71,73.62,7.61,4,11971.05
2020-10-15 00:00:00,1903.20,139497.33,73.30,7.61,4,11680.35
2020-10-16 00:00:00,1900.80,139463.60,73.37,7.61,4,11762.45
2020-10-17 00:00:00,1900.80,139463.60,73.37,7.61,4,11762.45
2020-10-18 00:00:00,1900.80,139463.60,73.37,7.61,4,11762.45
2020-10-19 00:00:00,1906.40,140013.27,73.44,7.61,4,11873.05
2020-10-20 00:00:00,1910.40,140557.68,73.57,7.61,4,11896.80
2020-10-21 00:00:00,1924.60,141741.97,73.65,7.61,4,11937.65
2020-10-22 00:00:00,1901.10,140075.51,73.68,7.61,4,11896.45
2020-10-23 00:00:00,1902.00,140215.44,73.72,7.61,4,11930.35
2020-10-24 00:00:00,1902.00,140215.44,73.72,7.61,4,11930.35
2020-10-25 00:00:00,1902.00,140215.44,73.72,7.61,4,11930.35
2020-10-26 00:00:00,1902.70,140462.83,73.82,7.61,4,11767.75
2020-10-27 00:00:00,1908.80,141152.90,73.95,7.61,4,11889.40
2020-10-28 00:00:00,1876.20,138472.94,73.81,7.61,4,11729.60
2020-10-29 00:00:00,1865.60,138875.27,74.44,7.61,4,11670.80
2020-10-30 00:00:00,1877.40,139423.24,74.26,7.61,4,11642.40
2020-10-31 00:00:00,1877.40,139423.24,74.26,7.61,4,11642.40
2020-11-01 00:00:00,1877.40,139423.24,74.26,6.93,4,11642.40
2020-11-02 00:00:00,1890.40,140930.27,74.55,6.93,4,11669.15
2020-11-03 00:00:00,1908.50,142100.81,74.46,6.93,4,11813.50
2020-11-04 00:00:00,1894.60,141442.50,74.66,6.93,4,11908.50
2020-11-05 00:00:00,1945.30,144691.41,74.38,6.93,4,12120.30
2020-11-06 00:00:00,1950.30,144556.24,74.12,6.93,4,12263.55
2020-11-07 00:00:00,1950.30,144556.24,74.12,6.93,4,12263.55
2020-11-08 00:00:00,1950.30,144556.24,74.12,6.93,4,12263.55
2020-11-09 00:00:00,1853.20,137099.36,73.98,6.93,4,12461.05
2020-11-10 00:00:00,1875.40,138691.84,73.95,6.93,4,12631.10
2020-11-11 00:00:00,1860.70,138215.77,74.28,6.93,4,12749.15
2020-11-12 00:00:00,1872.60,139639.78,74.57,6.93,4,12690.80
2020-11-13 00:00:00,1885.70,141172.92,74.86,6.93,4,12719.95
2020-11-14 00:00:00,1885.70,141172.92,74.86,6.93,4,12719.95
2020-11-15 00:00:00,1885.70,141172.92,74.86,6.93,4,12719.95
2020-11-16 00:00:00,1887.30,140580.64,74.49,6.93,4,12719.95
2020-11-17 00:00:00,1884.50,140240.91,74.42,6.93,4,12874.20
2020-11-18 00:00:00,1873.50,139537.71,74.48,6.93,4,12938.25
2020-11-19 00:00:00,1861.10,138503.06,74.42,6.93,4,12771.70
2020-11-20 00:00:00,1872.60,138758.91,74.10,6.93,4,12859.05
2020-11-21 00:00:00,1872.60,138758.91,74.10,6.93,4,12859.05
2020-11-22 00:00:00,1872.60,138758.91,74.10,6.93,4,12859.05
2020-11-23 00:00:00,1837.80,136295.66,74.16,6.93,4,12926.45
2020-11-24 00:00:00,1804.80,133997.21,74.24,6.93,4,13055.15
2020-11-25 00:00:00,1805.70,133551.01,73.96,6.93,4,12858.40
2020-11-26 00:00:00,1805.70,133224.36,73.78,6.93,4,12987.00
2020-11-27 00:00:00,1781.90,131947.55,74.05,6.93,4,12968.95
2020-11-28 00:00:00,1781.90,131947.55,74.05,6.93,4,12968.95
2020-11-29 00:00:00,1781.90,131947.55,74.05,6.93,4,12968.95
2020-11-30 00:00:00,1775.70,131296.86,73.94,6.93,4,12968.95
2020-12-01 00:00:00,1814.10,134289.11,74.03,4.59,4,13109.05
2020-12-02 00:00:00,1825.70,134471.93,73.65,4.59,4,13113.75
2020-12-03 00:00:00,1836.80,135303.46,73.66,4.59,4,13133.90
2020-12-04 00:00:00,1835.90,135608.57,73.86,4.59,4,13258.55
2020-12-05 00:00:00,1835.90,135608.57,73.86,4.59,4,13258.55
2020-12-06 00:00:00,1835.90,135608.57,73.86,4.59,4,13258.55
2020-12-07 00:00:00,1861.80,137382.78,73.79,4.59,4,13355.75
2020-12-08 00:00:00,1870.80,138476.61,74.02,4.59,4,13392.95
2020-12-09 00:00:00,1834.60,135258.46,73.73,4.59,4,13529.10
2020-12-10 00:00:00,1833.60,135567.21,73.93,4.59,4,13478.30
2020-12-11 00:00:00,1839.80,135642.39,73.73,4.59,4,13513.85
2020-12-12 00:00:00,1839.80,135642.39,73.73,4.59,4,13513.85
2020-12-13 00:00:00,1839.80,135642.39,73.73,4.59,4,13513.85
2020-12-14 00:00:00,1828.70,134844.68,73.74,4.59,4,13558.15
2020-12-15 00:00:00,1852.30,136810.88,73.86,4.59,4,13567.85
2020-12-16 00:00:00,1856.10,136905.57,73.76,4.59,4,13682.70
2020-12-17 00:00:00,1887.20,138929.24,73.62,4.59,4,13740.70
2020-12-18 00:00:00,1885.70,138655.14,73.53,4.59,4,13760.55
2020-12-19 00:00:00,1885.70,138655.14,73.53,4.59,4,13760.55
2020-12-20 00:00:00,1885.70,138655.14,73.53,4.59,4,13760.55
2020-12-21 00:00:00,1879.20,138315.88,73.60,4.59,4,13328.40
2020-12-22 00:00:00,1866.60,138007.63,73.94,4.59,4,13466.30
2020-12-23 00:00:00,1874.70,139233.96,74.27,4.59,4,13601.10
2020-12-24 00:00:00,1879.90,138811.44,73.84,4.59,4,13749.25
2020-12-25 00:00:00,1879.90,138281.31,73.56,4.59,4,13749.25
2020-12-26 00:00:00,1879.90,138281.31,73.56,4.59,4,13749.25
2020-12-27 00:00:00,1879.90,138281.31,73.56,4.59,4,13749.25
2020-12-28 00:00:00,1877.20,138328.99,73.69,4.59,4,13873.20
2020-12-29 00:00:00,1879.70,138242.34,73.54,4.59,4,13932.60
2020-12-30 00:00:00,1891.00,138900.75,73.45,4.59,4,13981.95
2020-12-31 00:00:00,1893.10,138449.98,73.13,4.59,4,13981.75
2021-01-01 00:00:00,1893.10,138365.17,73.09,4.06,4,14018.50
2021-01-02 00:00:00,1893.10,138365.17,73.09,4.06,4,14018.50
2021-01-03 00:00:00,1893.10,138365.17,73.09,4.06,4,14018.50
2021-01-04 00:00:00,1944.70,142142.01,73.09,4.06,4,14132.90
2021-01-05 00:00:00,1952.70,143171.96,73.32,4.06,4,14199.50
2021-01-06 00:00:00,1906.90,139918.41,73.37,4.06,4,14146.25
2021-01-07 00:00:00,1912.30,140286.33,73.36,4.06,4,14137.35
2021-01-08 00:00:00,1834.10,134707.31,73.45,4.06,4,14347.25
2021-01-09 00:00:00,1834.10,134707.31,73.45,4.06,4,14347.25
2021-01-10 00:00:00,1834.10,134707.31,73.45,4.06,4,14347.25
2021-01-11 00:00:00,1849.60,135711.43,73.37,4.06,4,14484.75
2021-01-12 00:00:00,1842.90,135478.02,73.51,4.06,4,14563.45
2021-01-13 00:00:00,1853.60,135618.64,73.17,4.06,4,14564.85
2021-01-14 00:00:00,1850.30,135386.27,73.17,4.06,4,14595.60
2021-01-15 00:00:00,1829.30,133699.15,73.09,4.06,4,14433.70
2021-01-16 00:00:00,1829.30,133699.15,73.09,4.06,4,14433.70
2021-01-17 00:00:00,1829.30,133699.15,73.09,4.06,4,14433.70
2021-01-18 00:00:00,1829.30,133829.76,73.16,4.06,4,14281.30
2021-01-19 00:00:00,1839.50,134630.61,73.19,4.06,4,14521.15
2021-01-20 00:00:00,1865.90,136568.77,73.19,4.06,4,14644.70
2021-01-21 00:00:00,1865.30,136000.70,72.91,4.06,4,14590.35
2021-01-22 00:00:00,1855.70,135382.41,72.95,4.06,4,14371.90
2021-01-23 00:00:00,1855.70,135382.41,72.95,4.06,4,14371.90
2021-01-24 00:00:00,1855.70,135382.41,72.95,4.06,4,14371.90
2021-01-25 00:00:00,1854.90,135400.10,73.00,4.06,4,14238.90
2021-01-26 00:00:00,1850.70,135045.58,72.97,4.06,4,14238.90
2021-01-27 00:00:00,1844.90,134530.11,72.92,4.06,4,13967.50
2021-01-28 00:00:00,1837.90,134234.89,73.04,4.06,4,13817.55
2021-01-29 00:00:00,1847.30,134739.84,72.94,4.06,4,13634.60
2021-01-30 00:00:00,1847.30,134739.84,72.94,4.06,4,13634.60
2021-01-31 00:00:00,1847.30,134739.84,72.94,4.06,4,13634.60
2021-02-01 00:00:00,1860.80,135664.61,72.91,5.03,4,14281.20
2021-02-02 00:00:00,1830.50,133845.79,73.12,5.03,4,14647.85
2021-02-03 00:00:00,1832.20,133597.24,72.92,5.03,4,14789.95
2021-02-04 00:00:00,1788.90,130335.68,72.86,5.03,4,14895.65
2021-02-05 00:00:00,1810.90,132097.37,72.95,5.03,4,14924.25
2021-02-06 00:00:00,1810.90,132097.37,72.95,5.03,4,14924.25
2021-02-07 00:00:00,1810.90,132097.37,72.95,5.03,4,14924.25
2021-02-08 00:00:00,1831.90,133334.47,72.78,5.03,4,15115.80
2021-02-09 00:00:00,1835.30,133848.25,72.93,5.03,4,15109.30
2021-02-10 00:00:00,1840.60,134096.72,72.85,5.03,4,15106.50
2021-02-11 00:00:00,1824.90,132866.04,72.81,5.03,4,15173.30
2021-02-12 00:00:00,1821.60,132447.63,72.71,5.03,4,15163.30
2021-02-13 00:00:00,1821.60,132447.63,72.71,5.03,4,15163.30
2021-02-14 00:00:00,1821.60,132447.63,72.71,5.03,4,15163.30
2021-02-15 00:00:00,1821.60,132238.69,72.59,5.03,4,15314.70
2021-02-16 00:00:00,1797.20,130546.27,72.64,5.03,4,15313.45
2021-02-17 00:00:00,1771.10,129175.17,72.93,5.03,4,15208.90
2021-02-18 00:00:00,1773.40,129098.74,72.80,5.03,4,15118.95
2021-02-19 00:00:00,1775.80,128932.67,72.61,5.03,4,14981.75
2021-02-20 00:00:00,1775.80,128932.67,72.61,5.03,4,14981.75
2021-02-21 00:00:00,1775.80,128932.67,72.61,5.03,4,14981.75
2021-02-22 00:00:00,1806.70,131081.50,72.55,5.03,4,14675.70
2021-02-23 00:00:00,1804.40,130717.96,72.44,5.03,4,14707.80
2021-02-24 00:00:00,1796.40,130018.04,72.38,5.03,4,14982.00
2021-02-25 00:00:00,1774.40,128466.56,72.40,5.03,4,15097.35
2021-02-26 00:00:00,1728.10,126412.07,73.15,5.03,4,14529.15
2021-02-27 00:00:00,1728.10,126412.07,73.15,5.03,4,14529.15
2021-02-28 00:00:00,1728.10,126412.07,73.15,5.03,4,14529.15
2021-03-01 00:00:00,1722.50,126768.94,73.60,5.52,4,14761.55
2021-03-02 00:00:00,1733.10,127052.52,73.31,5.52,4,14919.10
2021-03-03 00:00:00,1715.30,125692.89,73.28,5.52,4,15245.60
2021-03-04 00:00:00,1700.20,123911.76,72.88,5.52,4,15080.75
2021-03-05 00:00:00,1698.00,124177.79,73.13,5.52,4,14938.10
2021-03-06 00:00:00,1698.00,124177.79,73.13,5.52,4,14938.10
2021-03-07 00:00:00,1698.00,124177.79,73.13,5.52,4,14938.10
2021-03-08 00:00:00,1677.70,122695.90,73.13,5.52,4,14956.20
2021-03-09 00:00:00,1716.60,125878.28,73.33,5.52,4,15098.40
2021-03-10 00:00:00,1721.50,125283.71,72.78,5.52,4,15174.80
2021-03-11 00:00:00,1722.30,125221.55,72.71,5.52,4,15174.80
2021-03-12 00:00:00,1719.50,124902.76,72.64,5.52,4,15030.95
2021-03-13 00:00:00,1719.50,124902.76,72.64,5.52,4,15030.95
2021-03-14 00:00:00,1719.50,124902.76,72.64,5.52,4,15030.95
2021-03-15 00:00:00,1728.90,125661.64,72.68,5.52,4,14929.50
2021-03-16 00:00:00,1730.60,125494.97,72.52,5.52,4,14910.45
2021-03-17 00:00:00,1726.80,125219.95,72.52,5.52,4,14721.30
2021-03-18 00:00:00,1732.20,125230.44,72.30,5.52,4,14557.85
